Time,T,R,V
0.0,-0.054277485295410516,0.004745608738250563,-0.029774636217267135
0.0025,-0.047818106378651394,-0.003395857490789382,-0.017326447401153623
0.005,-0.04084196824205363,-0.010616165822399295,-0.005849374026769465
0.0075,-0.0337356347341632,-0.016181381826574234,0.0038182343143032004
0.01,-0.026860329674524452,-0.019505936647158488,0.010983061050279583
0.0125,-0.020530150524781465,-0.02020532463923675,0.015141118938415984
0.015,-0.014996448136166594,-0.018132133579500845,0.01600765507581909
0.0175,-0.010439253697111572,-0.01339194190833721,0.013530832426274108
0.02,-0.006965835437917881,-0.006337329998097022,0.007888626052908347
0.0225,-0.004615702832026076,0.0024598444320313414,-0.000530337565671551
0.025,-0.0033707263071366474,0.012255830090979632,-0.011160064732461708
0.0275,-0.0031685728311047347,0.022198171055609256,-0.02330164584212656
0.03,-0.003917418000506413,0.03139938108117306,-0.036175156980841214
0.0325,-0.005509903601843084,0.03901476655984893,-0.048974854570590275
0.035,-0.007834558750848422,0.04431759246271818,-0.06092341492225026
0.0375,-0.01078335899955209,0.046764916004630015,-0.07132122850718191
0.04,-0.014254705071982723,0.04604814061783885,-0.07958733494304535
0.0425,-0.0181517886467912,0.04212361224162932,-0.08528942158357747
0.045,-0.022376995875152017,0.03522028531767488,-0.08816132706928172
0.0475,-0.026823599398995004,0.025823480688865863,-0.08810759773193777
0.05,-0.03136643479115617,0.014635867064465641,-0.08519573995840411
0.0525,-0.03585349261405725,0.0025188342825096847,-0.07963779919524433
0.055,-0.040100350548500675,-0.009580793242304817,-0.07176369162167615
0.0575,-0.04388911566325426,-0.02071239354077967,-0.061989252289993475
0.06,-0.04697306673751145,-0.030004410539542864,-0.05078220336833754
0.0625,-0.04908752803289166,-0.03674113084282502,-0.0386291760541748
0.065,-0.04996673742304892,-0.04042652130330562,-0.02600655696600798
0.0675,-0.04936567583220073,-0.04082935076362654,-0.013357318821290019
0.07,-0.04708508972708214,-0.03800542067361036,-0.0010752032183321376
0.0725,-0.042997348743664024,-0.032294717879470754,0.010503266171966983
0.075,-0.03707040882990634,-0.02429350447008487,0.021099357121970173
0.0775,-0.029387049738666862,-0.014803579163959303,0.030486516604122518
0.08,-0.020156750315667573,-0.004762984065794113,0.038480444266571275
0.0825,-0.009718052186927591,0.004835893936716356,0.04492713643438455
0.085,0.0014699915874295268,0.013033718659930303,0.04969132755841522
0.0875,0.012847742959245758,0.018989452579392406,0.052647613870536354
0.09,0.023785683492052966,0.02205595191594683,0.053676133390443706
0.0925,0.033624228001414874,0.021839209071001692,0.05266404067214173
0.095,0.04171999477249044,0.018235946248498915,0.049513220485978705
0.0975,0.047495084805790296,0.011446143363577879,0.04415381574116904
0.1,0.050485400856090684,0.001959272609743818,0.036562294042422894
0.1025,0.0503838509371639,-0.009484682738453641,0.0267820369153419
0.105,0.04707446310718106,-0.021956131674283074,0.01494388923787725
0.1075,0.04065398788503414,-0.034413478125577185,0.0012838194268680364
0.11,0.031438446427205016,-0.04579073002186705,-0.013845145393950556
0.1125,0.01995322956657293,-0.055087542276060185,-0.02996921859777706
0.115,0.006906671483223458,-0.06145391064117153,-0.04650027670038499
0.1175,-0.006851599754634011,-0.06426221032969173,-0.06275342915432224
0.12,-0.020384914668253193,-0.06316039441703654,-0.07797572330672521
0.1225,-0.03273265849912076,-0.05810183128390393,-0.09138486074118442
0.125,-0.042977595823576104,-0.04934931791569392,-0.10221571853875902
0.1275,-0.05031231798989774,-0.03745307194067191,-0.10977152189661954
0.13,-0.0540996336242686,-0.023204776753949774,-0.11347580071779774
0.1325,-0.05392207997981302,-0.007571828018978431,-0.1129208616444173
0.135,-0.049616499518058806,0.00838237807779821,-0.10790847170081375
0.1375,-0.04129074305512303,0.023585113295072544,-0.098478801396361
0.14,-0.029320937913218825,0.037040411172419796,-0.08492440006103955
0.1425,-0.014329282931042853,0.04790719910833159,-0.06778702594156216
0.145,0.002856125755442187,0.05556288130558004,-0.04783644854010786
0.1475,0.021256503802813295,0.05964716263426372,-0.026031776345414127
0.15,0.03980849078239443,0.06008272882271127,-0.003467318924711517
0.1525,0.05743617070585827,0.05707150219208431,0.018693657894907213
0.155,0.07312355129381717,0.05106738091569045,0.039292802019568106
0.1575,0.08598204301438676,0.04272844391526113,0.05725289654505427
0.16,0.09530791484423656,0.03285337567424278,0.07165077624427753
0.1625,0.1006255460535332,0.022308177537369845,0.08178135384657241
0.165,0.10171346846506195,0.011949970321786739,0.08720770242591981
0.1675,0.0986115997735371,0.002554797115352623,0.08779309903176019
0.17,0.09160958473499593,-0.005244196043431427,0.08371225025695153
0.1725,0.08121765812123462,-0.011002932555152549,0.07544049028951999
0.175,0.06812279515572231,-0.014493237036789373,0.06372144011717196
0.1775,0.05313400975025044,-0.015708521887053677,0.04951530391349332
0.18,0.03712141016731056,-0.014848546166770987,0.03393151502169868
0.1825,0.02095396901941848,-0.012285428247638595,0.0181507000553665
0.185,0.00544088901084177,-0.008514815578664452,0.0033417983053499697
0.1875,-0.00871903597390849,-0.004097435559312699,-0.009419420671784189
0.19,-0.020976501203656496,0.000402948943154938,-0.019224292879361643
0.1925,-0.03095675880373189,0.004478946876796872,-0.025392090646613623
0.195,-0.03846949676772028,0.0077304708853666824,-0.027513228800492964
0.1975,-0.043503683511010645,0.0099023087058686,-0.025471730188588653
0.2,-0.04620879646078719,0.01090486344621238,-0.0194454870888109
0.2025,-0.046864941930724914,0.010816327125252346,-0.009884620112884499
0.205,-0.045845195863380775,0.009866437031716403,0.002530032434687518
0.2075,-0.04357398643766518,0.008403816058528604,0.01694470742282927
0.21,-0.04048546723562011,0.006850536729327603,0.032401955416861195
0.2125,-0.03698559484362441,0.005648816059187544,0.04791564614790332
0.215,-0.03342106175677617,0.005205522980072542,0.06254569438762189
0.2175,-0.030057407808564526,0.005840388028426077,0.07546659291821194
0.22,-0.027067627289567173,0.007743427406113842,0.08602445773292298
0.2225,-0.02453150484170493,0.010946168010598086,0.09377833736946779
0.225,-0.02244485600134993,0.01530987707807901,0.09852292053482302
0.2275,-0.020736917375911816,0.020532294336612165,0.10029137335577863
0.23,-0.01929341169218402,0.026172501899476806,0.09933871195008576
0.2325,-0.017982366848449494,0.031691728762267196,0.09610772466251555
0.235,-0.016679630375581907,0.036506251919040875,0.09118086557259973
0.2375,-0.015291195623354783,0.04004728484190722,0.08522262996830693
0.24,-0.01376991752093969,0.04182196193023653,0.0789176054292504
0.2425,-0.012124890698757287,0.04146931351270629,0.07290961717905249
0.245,-0.01042261629330978,0.038805504835745214,0.06774714194370991
0.2475,-0.008780007060344042,0.03385355222466007,0.0638394800354259
0.25,-0.007350179446355674,0.02685414444189499,0.06142711793913897
0.2525,-0.006302765911685978,0.018255955529155966,0.06056838199310099
0.255,-0.005801073566179675,0.008685771967978446,0.06114299899794784
0.2575,-0.005978758524857979,-0.0010993112228284718,0.06287167451791831
0.26,-0.006918747054926348,-0.010273627478939269,0.06534940678163335
0.2625,-0.008636910436824841,-0.018013222756966242,0.06808909408120638
0.265,-0.011072514618318454,-0.023568402198439985,0.07057116465649375
0.2675,-0.014086767969113017,-0.02633193486817646,0.0722945277086082
0.27,-0.017469951126965366,-0.0258966052853351,0.07282414353684591
0.2725,-0.02095671609521706,-0.02209668442050997,0.07183093232382927
0.275,-0.024248276865177235,-0.015029289406998025,0.06912053982695508
0.2775,-0.027039467105728774,-0.005053383945128945,0.06464857621222102
0.28,-0.029048086544659603,0.007233822860619837,0.058521237919693984
0.2825,-0.030043652518825643,0.021041277319669746,0.05098159216144037
0.285,-0.02987264872983535,0.0354455860363399,0.04238312464275082
0.2875,-0.028477624420958768,0.04946436163040769,0.033153304642402126
0.29,-0.025908021458266425,0.06213505029977826,0.023750805570318795
0.2925,-0.02232134636463948,0.07259236073694299,0.014620556976207524
0.295,-0.017974190734151827,0.08013751615999416,0.006150951257490848
0.2975,-0.013203553961569718,0.08429326905172714,-0.0013627237178967717
0.3,-0.008399847774919773,0.08483988657999034,-0.007745178822577109
0.3025,-0.003973775545335612,0.08182901771852538,-0.012955832738384066
0.305,-0.0003199037681705444,0.07557433484804166,-0.017089982428954327
0.3075,0.002219881262438346,0.06661992156317184,-0.02036635602327674
0.31,0.0033897486597158585,0.05568936429359207,-0.023102242789793653
0.3125,0.0030470536930492557,0.04362021683966367,-0.025678552189547846
0.315,0.0011806344867435505,0.03128978839383125,-0.02849809086872691
0.3175,-0.0020815898857663826,0.019538941479365555,-0.03194097952786851
0.32,-0.006476684625103673,0.009100711520568084,-0.036321405508778534
0.3225,-0.011622397068947684,0.00054006595716983,-0.041849798960584265
0.325,-0.01704345334471907,-0.005789943547117127,-0.04860404226314327
0.3275,-0.022206497320652926,-0.009771916364504718,-0.05651251870533074
0.33,-0.02656095417507517,-0.011525866539843083,-0.0653507506762623
0.3325,-0.02958256750830642,-0.011389169583697822,-0.07475216519367474
0.335,-0.03081609929207314,-0.009876828863528073,-0.08423226407025201
0.3375,-0.029913717807769753,-0.007625966018495604,-0.09322427948218552
0.34,-0.026665925882325612,-0.005329833721955451,-0.10112336873238531
0.3425,-0.021022470790075194,-0.003667544319045646,-0.10733563438817639
0.345,-0.013101476472091098,-0.0032360268663388964,-0.11132781394958208
0.3475,-0.003185979141410725,-0.004490444324287651,-0.1126734038255468
0.35,0.00829195127874884,-0.007698454219204116,-0.11109127057936014
0.3525,0.020778343165631444,-0.012912364346577469,-0.1064734308369978
0.355,0.03363367336406361,-0.019961548290329763,-0.09889959313624877
0.3575,0.04617569954955732,-0.02846560349481504,-0.08863716936111048
0.36,0.057725566080207895,-0.03786683350141567,-0.07612668248124665
0.3625,0.06765376339295454,-0.047478891632213104,-0.061953715268791607
0.365,0.07542258211650872,-0.05654699504194578,-0.04680965694045887
0.3675,0.08062202439855727,-0.06431413340979852,-0.031444417088734834
0.37,0.08299668312486651,-0.070087240295554,-0.016614913065397002
0.3725,0.08246182376399798,-0.0732974015237654,-0.0030334471595535447
0.375,0.07910773990171423,-0.07354882494441678,0.008679948712788698
0.3775,0.0731923318271326,-0.07065241991434561,0.01803750239307261
0.38,0.0651227070532246,-0.06464131972396589,0.024713009242204566
0.3825,0.055427357248785156,-0.055767380590408866,0.028558366016159794
0.385,0.044721073442271816,-0.044479443334310496,0.029606320439626268
0.3875,0.03366518116265317,-0.031385782745938194,0.02805957188088686
0.39,0.022925887488685195,-0.01720454273581427,0.02426747009469008
0.3925,0.013133529160142559,-0.0027069383231349826,0.018692542847170618
0.395,0.00484530880290126,0.011341486611678407,0.011869858640909657
0.3975,-0.0014862660968725165,0.024236262056072495,0.00436273643752666
0.4,-0.005537529015877433,0.03538127749337415,-0.0032814867123835247
0.4025,-0.0071292567314084655,0.0443241198090811,-0.010572036793260072
0.405,-0.00623321575351366,0.05077691871611726,-0.017108456119455093
0.4075,-0.0029697397533921762,0.054621646581840454,-0.02260502552448093
0.41,0.0024030344610367193,0.055900366004439664,-0.026904218378585542
0.4125,0.009507195795666853,0.05479236597580959,-0.029978529770527052
0.415,0.017868940102792136,0.05158133448559197,-0.03192103212573627
0.4175,0.026946678541110887,0.046616566580194946,-0.0329259570513631
0.42,0.036161656335225244,0.040272624049031876,-0.033261412553394425
0.4225,0.04492938359558217,0.03291181255677693,-0.03323694913128153
0.425,0.05269028928061112,0.024853338228057142,-0.033169041056026166
0.4275,0.05893818661145039,0.016352108247081033,-0.033347626640242156
0.43,0.06324535877513966,0.007588948241234981,-0.034006654108500595
0.4325,0.06528331466963531,-0.0013273484040590149,-0.03530113207099025
0.435,0.06483850681718145,-0.010347102937176321,-0.03729253093113373
0.4375,0.061822534025813336,-0.01945818279750359,-0.03994358578124577
0.44,0.05627656277979218,-0.028658995875246226,-0.043122685302815295
0.4425,0.04836989254665377,-0.03792989340200645,-0.046617172066106376
0.445,0.03839276494791099,-0.04720702780530639,-0.05015410216198355
0.4475,0.02674368192313467,-0.05636245669834904,-0.05342638221284517
0.45,0.013911661454675659,-0.0651935971987076,-0.056121771099184224
0.4525,0.0004540276495505482,-0.07342408494135548,-0.057952035359300505
0.455,-0.013029491793231257,-0.08071678698714066,-0.058679593434723655
0.4575,-0.02592540510333889,-0.08669829281468681,-0.05813926551240805
0.46,-0.037636695625192104,-0.09099281271258947,-0.056253233188098044
0.4625,-0.047613355371287344,-0.09326219760311702,-0.05303795979601204
0.465,-0.055381770776018975,-0.09324789236547319,-0.048602568362774434
0.4675,-0.06057143287943239,-0.09081015034438707,-0.04313895256297452
0.47,-0.06293743033392377,-0.0859598336937452,-0.03690463797025964
0.4725,-0.06237725961862614,-0.07887861864444262,-0.030200051799754216
0.475,-0.05894066546382615,-0.06992438266773023,-0.023342344449638806
0.4775,-0.0528315107552956,-0.059619890029142926,-0.01663819494219918
0.48,-0.04440106448241909,-0.048624490966793193,-0.01035810177492936
0.4825,-0.03413257337704734,-0.037690255884113066,-0.004714506818249685
0.485,-0.022617522034165935,-0.027605612681670565,0.00015426194688358293
0.4875,-0.010524552576569708,-0.019130976836584008,0.0041927798890775535
0.49,0.001437433423844686,-0.012931911498696639,0.007429262588852362
0.4925,0.01255997626074273,-0.009515912265473714,0.009968198656968982
0.495,0.02217716094408245,-0.009178906149728919,0.01197556591201855
0.4975,0.029706477297813564,-0.011966966480041414,0.013657998820596397
0.5,0.03468572616036495,-0.017657610331741982,0.015237838539767965
0.5025,0.03680338811527067,-0.025763451102927305,0.016926394516024117
0.505,0.035920196805916904,-0.035559060626161466,0.01889794354253804
0.5075,0.03208016976175073,-0.046129821714675404,0.021266970317850454
0.51,0.025510016617951582,-0.05643951145225762,0.024070912873365265
0.5125,0.016606623721778232,-0.06541153795541424,0.027260234823573763
0.515,0.005913149738525161,-0.07201733305416161,0.030697038933705047
0.5175,-0.005914904121033016,-0.0753645222408495,0.034162711516504934
0.52,-0.018151528700738426,-0.0747772469636886,0.03737430315831505
0.5225,-0.030047203196580812,-0.06986144251120206,0.04000857208112419
0.525,-0.040877875383894084,-0.06054895620865128,0.041731906243873435
0.5275,-0.04999254131842626,-0.04711604434758986,0.04223375852705764
0.53,-0.0568560838778466,-0.030173877526177367,0.041260826085821496
0.5325,-0.0610843265146562,-0.010631036010026577,0.038649016890454094
0.535,-0.06246879079999478,0.010369614351612745,0.0343502939676299
0.5375,-0.06098937615322253,0.03153502161739019,0.028451773218108163
0.54,-0.056814053125394434,0.05152048258899225,0.021184957774849564
0.5425,-0.05028561072655452,0.06903470767868271,0.012923687076949245
0.545,-0.04189644944586355,0.08294280460936912,0.004170213400881632
0.5475,-0.032253289753120855,0.09235859497446057,-0.004470267985092382
0.55,-0.022034401303637513,0.09671844189284938,-0.01232538448140325
0.5525,-0.011942492394788826,0.09583021279180931,-0.0186995320485487
0.555,-0.0026566903131565777,0.08989301059854614,-0.022923147727356468
0.5575,0.005212931182713874,0.07948571044688464,-0.024403904033773956
0.56,0.011165061343594735,0.06552493244681121,-0.02267610371197371
0.5625,0.014838367932567684,0.0491956410436987,-0.017444502391662935
0.565,0.016032176102430004,0.03185986651352348,-0.008619014261063653
0.5675,0.01471540200379614,0.014950893927072417,0.003662745503297638
0.57,0.011023443200187706,-0.00013850175874336457,0.019027385621386946
0.5725,0.0052436409911201885,-0.012164686761872948,0.036873495315833484
0.575,-0.002209228389211731,-0.020129837898566167,0.05639552170199336
0.5775,-0.01082527230986504,-0.023358829137526453,0.07662291946379748
0.58,-0.020036935238220418,-0.02155017973461351,0.09647260468318246
0.5825,-0.02925862657220271,-0.01479708833008371,0.1148117242140148
0.585,-0.03792552056271997,-0.0035770822098047284,0.13052690717326915
0.5875,-0.04552872444910743,0.01128857638928522,0.1425955621001133
0.59,-0.051644425028631716,0.0287020899497943,0.1501544728331847
0.5925,-0.05595521196092891,0.04737713072518801,0.15256095940910472
0.595,-0.058262482999717695,0.06594020197229283,0.1494422162302955
0.5975,-0.0584895986025971,0.08303690967690575,0.14072910376065143
0.6,-0.056676205031343026,0.09743443357066323,0.12667161427906168
0.6025,-0.052964823467647415,0.10811196576377048,0.10783439784460143
0.605,-0.0475813538696922,0.1143320584414314,0.08507204525158822
0.6075,-0.04081152545714765,0.11568757699091428,0.05948519161424777
0.61,-0.03297551628363928,0.11212112999989259,0.03235983222257564
0.6125,-0.024402955632647456,0.10391624621249977,0.00509343673504913
0.615,-0.015410326012528489,0.09166197712837286,-0.020887578846192467
0.6175,-0.006282423453849097,0.0761948110960542,-0.044213784318958796
0.62,0.002740944274730009,0.05852360021397955,-0.06365650372043978
0.6225,0.011472393112124432,0.03974447273828977,-0.07820390175116908
0.625,0.019778473799807475,0.020953329721787387,-0.08712430226688264
0.6275,0.02757573833376683,0.003163463497122145,-0.09001244432507496
0.63,0.03482230030898445,-0.012764891957471172,-0.08681548145050272
0.6325,0.04150617108656913,-0.02617758240987943,-0.07783686529051292
0.635,0.047631857689209384,-0.03665839805104467,-0.06371773396743304
0.6375,0.05320676303988798,-0.044038104401051215,-0.04539694467848588
0.64,0.05822883906715444,-0.04838110399424414,-0.024052341551892356
0.6425,0.06267672589094782,-0.049952227194326265,-0.0010271291132090108
0.645,0.06650329408648363,-0.049167892039656366,0.022253763999966914
0.6475,0.06963312763466363,-0.04653716815146522,0.04437177168933301
0.65,0.07196408191261915,-0.0425990183124487,0.0640013830087429
0.6525,0.07337266284019628,-0.03786211674063763,0.07998972290115328
0.655,0.07372263480002451,-0.03275315674573819,0.09142383295457909
0.6575,0.0728760036386889,-0.027578520811143998,0.09768135862389696
0.66,0.07070535490263499,-0.022502702464752358,0.09846154312767735
0.6625,0.0671064638362146,-0.01754509081186643,0.09379483312762003
0.665,0.062010129380588405,-0.012594830034979108,0.0840309133822068
0.6675,0.05539230683595464,-0.007441631093040785,0.06980649489419882
0.67,0.047281802971212226,-0.001818816393251436,0.05199557228320668
0.6725,0.03776502848127578,0.004546329310536991,0.03164603901761784
0.675,0.02698754944212776,0.011880535425115621,0.009907418627820961
0.6775,0.015152416793550325,0.020316626360962056,-0.012045025319651273
0.68,0.002515459905077918,0.029855054575118174,-0.033084430846623485
0.6825,-0.010622107985817164,0.04033927797865886,-0.05219965409455285
0.685,-0.02392331593748382,0.05144798699393354,-0.06855134784635142
0.6875,-0.0370267810307068,0.06270550426243554,-0.08151336619076852
0.69,-0.049559252769482524,0.0735098653098929,-0.09069726849396452
0.6925,-0.06114886124459935,0.08317631603226375,-0.09595903829332825
0.695,-0.07143861995932847,0.09099240247128523,-0.09738850098362518
0.6975,-0.0800997841613905,0.09627962897471594,-0.09528321021496708
0.7,-0.08684470566826624,0.09845593673675357,-0.09010967712367897
0.7025,-0.09143884551118812,0.09709307486424386,-0.08245565561219231
0.705,-0.09371160178193834,0.0919633179650595,-0.0729777106261411
0.7075,-0.09356558370712477,0.08307089234423941,-0.06234845216256156
0.71,-0.09098392230087658,0.07066482241671415,-0.0512076130073277
0.7125,-0.08603516630289376,0.055231573919859216,-0.04012061018449175
0.715,-0.07887528627037965,0.037467695739679535,-0.02954741317067881
0.7175,-0.06974631745826342,0.018234477871946844,-0.019823522616785164
0.72,-0.05897122958825603,-0.0015017192298590676,-0.011153733538096929
0.7225,-0.04694473045788504,-0.020738500343974054,-0.0036182159411287324
0.725,-0.03411989550034471,-0.03851001409202965,0.002810608321101395
0.7275,-0.020990763369821277,-0.05395692187241802,0.008242792619862814
0.73,-0.008071335719950348,-0.06638783116711139,0.012840229082816346
0.7325,0.004128253935639762,-0.07532702850344465,0.016784018587605788
0.735,0.015127310903189113,-0.08054457131352774,0.020243238243715645
0.7375,0.024500505619926217,-0.08206637042351822,0.023348208742261865
0.74,0.031902548384720904,-0.08016367018891839,0.02617079964946788
0.7425,0.037089884227918646,-0.07532314779809482,0.028713528608625537
0.745,0.03993768762068565,-0.06820054085230676,0.030908286695902374
0.7475,0.04045059077883644,-0.05956211969934435,0.03262454434707251
0.75,0.038765883817624316,-0.05021932182284085,0.033685951162149584
0.7525,0.03514836992641251,-0.04096237204656894,0.03389342447462327
0.755,0.02997661922491354,-0.03249868296277739,0.03305219929741968
0.7575,0.023721002533269885,-0.025401273300626602,0.030999940612195943
0.76,0.016914551380239232,-0.02007141514330964,0.027632928779050468
0.7625,0.010118326519763101,-0.01671832430454228,0.022927524776227306
0.765,0.003883525198720314,-0.015357075566978453,0.016954582422170503
0.7675,-0.0012870380497821566,-0.015824210412441565,0.009885154057838142
0.77,-0.004975227761017721,-0.017808870104936182,0.0019866691491872424
0.7725,-0.006878819686724453,-0.020895883482077666,-0.0063903267623766575
0.775,-0.00683507240291644,-0.024616195602367892,-0.014833887175719788
0.7775,-0.0048345180815160035,-0.02849943469548747,-0.022899042989382504
0.78,-0.0010235318864562572,-0.03212333147808981,-0.03014041481075873
0.7825,0.004304924356874983,-0.035155129748283144,-0.036146216121948946
0.785,0.010732059978318787,-0.03738101529662227,-0.040570651900045246
0.7875,0.017744245297456714,-0.03872085320073957,-0.043161839021942414
0.79,0.024772083288759468,-0.03922703822921228,-0.04378275791474906
0.7925,0.031234676026070777,-0.03906788290525068,-0.04242335299328334
0.795,0.03658567604738008,-0.0384975369542397,-0.03920267575673823
0.7975,0.04035745826246375,-0.037815799856493346,-0.03436083742778507
0.8,0.0421997944261602,-0.037322223918007075,-0.028241427961403283
0.8025,0.04190976667831999,-0.03726950916875627,-0.021265884579246715
0.805,0.039450299235349345,-0.03782130491420584,-0.013901981726628371
0.8075,0.03495557168505565,-0.03901914364721439,-0.0066291048051539915
0.81,0.028722634056650067,-0.04076237645981045,9.677981365561842e-05
0.8125,0.02118968586473658,-0.04280373439948415,0.005875555849217685
0.815,0.012902611298028268,-0.044761623458994065,0.010390152341916814
0.8175,0.0044723814564379405,-0.04614861409619724,0.013426360463657193
0.82,-0.0034732500394909238,-0.046413964158056646,0.014883804550578219
0.8225,-0.01033979604406125,-0.044996570079643756,0.014777392762094424
0.825,-0.015613664862050108,-0.041383612751593156,0.013229409999817738
0.8275,-0.018903359951756706,-0.035169460540307965,0.010453221511752743
0.83,-0.019970747830623817,-0.026109183083975345,0.006730258227169281
0.8325,-0.018749711444912012,-0.01416134103686378,0.002382493270464687
0.835,-0.015350571855893403,0.000484473281217578,-0.002257051640683532
0.8375,-0.010049881733712098,0.017398629147321067,-0.0068731360640992435
0.84,-0.0032664633236771856,0.03592270609545552,-0.011193975170614523
0.8425,0.0044742316303326415,0.0552009702423069,-0.015011627334645556
0.845,0.012584331137129619,0.07423027018389396,-0.01819550464079924
0.8475,0.020462449787409277,0.09192489120306761,-0.02069808329087914
0.85,0.027542999847377243,0.1071915282795139,-0.0225526205307456
0.8525,0.033341575014479756,0.11900855892774415,-0.023863408459040718
0.855,0.037492428388238984,0.1265033051599363,-0.0247897471004515
0.8575,0.03977478305599139,0.1290210160350128,-0.025525342064859634
0.86,0.040125732624576894,0.1261798776346832,-0.026275182237719612
0.8625,0.03863871967287291,0.1179074185515295,-0.027232103900770254
0.865,0.03554791117643586,0.10445513637981506,-0.028555192497595448
0.8675,0.03120009922577964,0.08638990026681476,-0.030351924467778638
0.87,0.026016920785501767,0.06456253906565952,-0.03266553945223254
0.8725,0.020451101337210842,0.040055846571200746,-0.03546860232293799
0.875,0.014940995576067038,0.014115870881612036,-0.03866311913015162
0.8775,0.009867866134708643,-0.011928332705191008,-0.04208696950326401
0.88,0.0055200874619943975,-0.03675042469965659,-0.045525866930300155
0.8825,0.0020678046239263007,-0.05911153993975921,-0.04872960719978566
0.885,-0.0004494276571232331,-0.07793778921614837,-0.05143105192928907
0.8875,-0.00212076181626373,-0.09238486852238458,-0.053366141321418654
0.89,-0.003148068534394802,-0.10188524425873159,-0.054293244140266345
0.8925,-0.00381739223076825,-0.10617483417919378,-0.05401032272417627
0.895,-0.004460687167818256,-0.10529777572820599,-0.05236869095003927
0.8975,-0.005411704963484775,-0.0995896218656639,-0.049282535890046116
0.9,-0.006960582703810618,-0.08964098192992603,-0.04473381434400641
