Time,T,R,V
0.0,-0.06932571492087046,-0.0929507791183487,-0.04412979020970641
0.0025,-0.06278984779471489,-0.10876250513780637,-0.060274201066931515
0.005,-0.05497404605499222,-0.12001734613045087,-0.07512870836734757
0.0075,-0.046044540882343256,-0.1258638567969836,-0.08831278052344262
0.01,-0.03620046344094287,-0.12600330165147158,-0.09951829444354006
0.0125,-0.025675543592699406,-0.12072418020952387,-0.10852004153833886
0.015,-0.014738532931768801,-0.11088144201330102,-0.11518100142621332
0.0175,-0.003691401853839335,-0.09782175320141417,-0.11945270897173806
0.02,0.007135508339571913,-0.08326108583131324,-0.1213713591963327
0.0225,0.017391941752110708,-0.06912529422110356,-0.12105049794704871
0.025,0.02671999681930396,-0.057367821031985705,-0.11867122759072225
0.0275,0.03476998220115291,-0.049780919553772764,-0.11447082500299388
0.03,0.04121917619066901,-0.0478175749404996,-0.10873054531028402
0.0325,0.045792368578454534,-0.05244057054542408,-0.10176320034021469
0.035,0.048282695367968316,-0.06401292665042135,-0.09390089182599194
0.0375,0.04857102187458125,-0.08224042108968567,-0.08548308269279158
0.04,0.0466420241957846,-0.10617238528851086,-0.07684503741517283
0.0425,0.04259518545533679,-0.1342618474108354,-0.06830657817331023
0.045,0.03664916840940018,-0.16448081631386738,-0.06016109961103192
0.0475,0.029138439540157067,-0.19448153326242218,-0.05266486072429116
0.05,0.020501574255393187,-0.22179030654835225,-0.04602671426674022
0.0525,0.01126132579145284,-0.24401746761727588,-0.04039861741307834
0.055,0.0019972377652165882,-0.2590653287422961,-0.035867459634893316
0.0575,-0.006687739066667871,-0.2653159410433312,-0.03244890835244416
0.06,-0.014204564020832748,-0.26178196875726717,-0.030084074380693902
0.0625,-0.020016832265156572,-0.24820699110976877,-0.02863980763550066
0.065,-0.023678106298715827,-0.2251057656825469,-0.027913329103451182
0.0675,-0.024864992705459294,-0.1937400758431736,-0.027641680981371167
0.07,-0.023403281534512897,-0.15603130026297224,-0.027516141409755182
0.0725,-0.01928487392382803,-0.11441630550153764,-0.02720132670206023
0.075,-0.012673836940787586,-0.0716581959698842,-0.02635822921054665
0.0775,-0.0039006988134999217,-0.030627426434173627,-0.024669959957529825
0.08,0.006555026918525205,0.005928559742153054,-0.021868534465985242
0.0825,0.018093193523471,0.035607894916239516,-0.01776071049874903
0.085,0.030030492256842366,0.0565503253773963,-0.012250704582071094
0.0875,0.04164453978383005,0.06759014742897441,-0.005357615905025194
0.09,0.05222151477004026,0.06835304517448938,0.00277440879445383
0.0925,0.0611039440748665,0.0592885339416442,0.011874826794978649
0.095,0.0677351698834183,0.04163512895015305,0.021555131865839388
0.0975,0.07169723321564005,0.017321023201219952,0.031327294892354134
0.1,0.07273937340425532,-0.01119151648445,0.0406316154337275
0.1025,0.07079503210525748,-0.041105107424809974,0.04887254488764283
0.105,0.06598610972085864,-0.06951302654023941,0.055460258323865246
0.1075,0.05861418261287334,-0.09363307522512643,0.059855102593355074
0.11,0.049139373195426245,-0.11103021363055751,0.06161160089181593
0.1125,0.03814849182948767,-0.11980969530000321,0.06041850175093557
0.115,0.02631486408322819,-0.11876502731359014,0.056131456182293635
0.1175,0.014352855323083748,-0.10746898577670178,0.04879529861677322
0.12,0.002970459482706175,-0.08630078671782902,0.038653577144648836
0.1225,-0.00717659626345903,-0.0564079221102417,0.026143882233814846
0.125,-0.015525967825759506,-0.019606650326192587,0.011878593507709026
0.1275,-0.021642210950651525,0.02176979152340838,-0.0033881835048413674
0.13,-0.02524053339073567,0.06506194123545947,-0.018805579970969113
0.1325,-0.026199427778222217,0.10749746296266735,-0.03347988775654332
0.135,-0.024561724996617736,0.14640910873444354,-0.04653368272775601
0.1375,-0.02052451019634338,0.17943923928592087,-0.05716584114023911
0.14,-0.014419178321808888,0.20471432986438226,-0.06470793376479052
0.1425,-0.006683605170070991,0.2209757515948237,-0.06867263566986151
0.145,0.002171080958422678,0.2276571023382733,-0.06879030209352756
0.1475,0.01159635958876857,0.22490309897305402,-0.06503069837537132
0.15,0.021042002936743534,0.21353011143326744,-0.057607971565018144
0.1525,0.02998897404094433,0.19493337124737561,-0.0469682264278157
0.155,0.03797733229185842,0.17095029492807867,-0.03376041591873087
0.1575,0.04462751027189271,0.14369285184385355,-0.018792564789250645
0.16,0.049654001794305846,0.11536419114177765,-0.0029765056169226392
0.1625,0.05287121731779748,0.08807564838102913,0.012734778671278908
0.165,0.05419195225142221,0.06367973044449245,0.02741252066504357
0.1675,0.053619513702248205,0.0436328051416378,0.04021534125753293
0.17,0.05123501025676374,0.028898196090964383,0.050445505625938046
0.1725,0.047181591004846264,0.019896498989293774,0.05759409650012269
0.175,0.04164750616394497,0.0165055576751853,0.06137183037638746
0.1775,0.03484975395501266,0.018108069253295767,0.06172339293011124
0.18,0.02701979747606678,0.023680628292063497,0.05882448290806135
0.1825,0.018392418460551188,0.031914535480058646,0.05306211915382016
0.185,0.009198271807948827,0.04135618207852088,0.04500006917594621
0.1875,-0.00033982718617514687,0.05055347979008372,0.03533239189729282
0.19,-0.010007353200672198,0.058194727415084975,0.024828959426409808
0.1925,-0.01959614738591003,0.06322746535387068,0.014277363733363944
0.195,-0.028901298339391732,0.06494712911109746,0.004425784054894
0.1975,-0.03771813722481019,0.06304843876760789,-0.004068817845269016
0.2,-0.04584061663751458,0.05763614446856032,-0.010683369634484335
0.2025,-0.05306213699510966,0.049195635913677295,-0.015059283161457628
0.205,-0.05917953610024117,0.038527653471746075,-0.017019106397493995
0.2075,-0.0640005059560441,0.026654569602287712,-0.016568566801342065
0.21,-0.06735419622530495,0.014708155241236335,-0.013884555422337854
0.2125,-0.06910426252307528,0.003810199292143528,-0.009290726714543581
0.215,-0.06916317713081947,-0.005042300373779869,-0.003223330977173643
0.2175,-0.06750629144496736,-0.011076414751285008,0.003809421136542491
0.22,-0.06418396447475551,-0.013817840909565705,0.011270790209101138
0.2225,-0.05933007579674968,-0.013134141055699265,0.018638023391735647
0.225,-0.05316543233825655,-0.009243217292136181,0.025440523923710934
0.2275,-0.04599494482041399,-0.00268697771486898,0.03129081407422024
0.23,-0.03819796186872207,0.005726524036920687,0.03590622354186735
0.2325,-0.030211762122125004,0.015006254307631885,0.039120171800688955
