Freq.,T,R,V
2.0035140167309153,64.53883385831914,25.60116373860256,18.567150052810703
2.014003618912753,48.962718887254624,54.29876756764483,41.347659363081476
2.0244932210945903,42.526711140840035,19.579344964138766,88.08899831998119
2.0349828232764273,30.766991759623643,52.76627140119829,35.983054450464195
2.0454724254582644,46.56987068906183,15.29355760082085,63.85279425498306
2.055962027640102,20.0397252486142,22.38683692706335,20.25263872646051
2.0664516298219393,52.07521245831002,20.29889219374469,53.717431609438854
2.0769412320037763,8.007419336198994,31.557493118137952,68.87654555399705
2.0874308341856134,38.24669017646419,26.452125116381403,45.690388343203914
2.097920436367451,61.20942657479614,37.54643739096345,15.96847462069914
2.1084100385492883,41.26677930892863,18.937053070896397,16.66164274842541
2.1188996407311254,11.242826307713718,54.509154821430705,47.24913782675
2.1293892429129624,14.711685942398027,32.133778780597716,14.42222713833631
2.1398788450948,55.809292159892934,32.499947682153824,12.242846426853832
2.1503684472766373,25.86182389101378,16.090037904729847,24.29286787208197
2.1608580494584744,13.266764785732141,22.714406363697258,70.16084790543255
2.1713476516403114,43.58941323590373,32.76577630557444,39.70028871348381
2.181837253822149,52.483661456400945,15.245693792422697,50.034482487391735
2.1923268560039864,34.0894766246381,30.814142542294352,47.70037791991976
2.2028164581858234,60.86665597459553,37.02862954483998,36.438849465165475
2.2133060603676604,38.425638135362455,11.254739946627168,33.62112336815633
2.223795662549498,27.30431679692088,12.254855716943506,62.87706620822315
2.2342852647313354,82.78701079020864,86.68680224735853,29.07898326060302
2.2447748669131724,54.50812454712621,34.20852410847079,42.776007959489164
2.2552644690950094,28.332305987689086,39.94065045870911,32.10985588249597
2.265754071276847,63.67320660759295,21.269359219411538,41.99331864755282
2.2762436734586844,44.28830854269908,16.739194485778047,11.133237955807653
2.2867332756405214,50.73292118843417,17.498370952975545,67.17230300713398
2.2972228778223585,51.21740469520724,28.685529889144654,43.454516413033005
2.307712480004196,22.07320650767343,12.39691392466049,43.2720743249751
2.3182020821860334,82.5844358213172,50.0694145151078,41.33911788859282
2.3286916843678704,21.352233031095814,47.729348999615176,31.856305671437752
2.3391812865497075,18.84334974525172,42.42740813828938,32.82423055455219
2.349670888731545,51.99696800509628,52.89662579985435,21.023420281216428
2.3601604909133824,20.97605770374327,62.58815081101818,57.3426047952933
2.3706500930952195,44.394337220432725,2.4375315803871103,38.82699120054523
2.3811396952770565,13.079420669349256,61.67560048499562,3.288861832065795
2.391629297458894,18.8276379843315,8.730365953698962,17.173852072116293
2.4021188996407314,38.58211126356326,44.30856757204579,47.33617646901453
2.4126085018225685,40.09949539040669,24.709554023774576,16.26654663993072
2.4230981040044055,34.20824641994996,12.254256606652518,14.09213473754601
2.433587706186243,23.802879812001834,57.75851660023449,9.29941205843365
2.4440773083680805,53.74305565683507,18.41197420498017,76.64049042200212
2.4545669105499175,18.159199174682417,37.42288384018482,19.575659411985058
2.4650565127317545,14.333282306849611,30.98925492016574,45.9616759391692
2.475546114913592,27.30361395599743,16.277933832620917,34.77219028282897
2.4860357170954295,4.644066227230559,16.769600213276963,64.24599121582895
2.4965253192772665,15.274338855138321,58.03047589069367,27.08407188748608
2.5070149214591035,64.7963047900499,4.960883821432547,46.2840665391639
2.517504523640941,22.848395665230292,53.15954484567068,33.926807673477924
2.5279941258227785,62.71293977180724,25.655821011643507,21.66046904058543
2.5384837280046155,31.21631202008673,24.41764286011544,17.004592522572832
2.5489733301864526,9.298768781552315,19.27370509511406,68.4944682071296
2.55946293236829,33.30899904317485,68.21336429677879,66.27597432773126
2.5699525345501275,50.946273457088715,35.03253376656178,42.623771061575475
2.5804421367319645,6.672898118230243,26.05650758514714,35.06741895117395
2.5909317389138016,8.74736919328861,29.9522808284244,28.69355495516208
2.601421341095639,14.29943892351535,100.13280821855155,22.203522396756835
2.6119109432774765,36.478447493784955,7.138720616008656,37.76914725565385
2.6224005454593136,37.42830406501409,81.3866867118332,42.524892132282076
2.6328901476411506,26.104794631901925,26.989048648793474,31.158896959242274
2.643379749822988,40.96987710933595,23.759779388700952,20.943627979180235
2.6538693520048255,51.57378203202232,29.215001815009057,30.773575632347942
2.6643589541866626,25.545606600875452,23.105700124095808,37.55802270707033
2.6748485563684996,22.763725813140912,20.41485370186427,29.6331821697626
2.685338158550337,28.030423475849336,28.084332702332834,69.40050941948098
2.6958277607321746,33.00407539616464,18.79049006634856,36.56372381786528
2.7063173629140116,6.21612128819945,32.49958149370441,20.259094089871834
2.7168069650958486,73.81017291066009,49.03657667955482,34.244115226257435
2.727296567277686,13.39342000962698,34.27750831303453,18.11671481287056
2.7377861694595236,41.8347829054041,19.833706190552938,47.261563567216676
2.7482757716413606,19.55345599106149,36.076311529753355,54.18154507617519
2.7587653738231976,21.60383651080916,70.71009678498868,7.053068659965204
2.769254976005035,16.403533084850626,21.639817429242477,56.85576064395301
2.7797445781868726,63.20620477601456,24.683178209398683,31.107480851485985
2.7902341803687096,49.807658316520595,36.58510769120132,33.019149344017045
2.8007237825505467,33.87775125473646,30.479470537145797,38.83723580943557
2.811213384732384,25.512799642327863,59.60989952612208,35.26804787025113
2.8217029869142216,10.142628307869913,22.328432152953347,22.91119531290675
2.8321925890960586,18.482866081640577,46.56176126672282,56.37173542161308
2.8426821912778957,10.59455774373247,34.082725714046056,27.647174415967346
2.853171793459733,34.76490149903926,5.918719629736976,58.76868032683118
2.8636613956415706,25.04354969003623,15.042084890063595,9.508260139940994
2.8741509978234077,60.23281347578063,68.45056831722643,41.69876078118547
2.8846406000052447,49.63651970874115,50.267796232301876,39.50021104545999
2.895130202187082,9.783525641760392,56.96587814023544,40.53193089365698
2.9056198043689196,47.96456888090652,20.234087022592504,57.54573240576412
2.9161094065507567,51.476706217400775,20.63228400898539,11.454431836885163
2.9265990087325937,59.76606039134301,51.29882625841608,28.79990525156507
2.937088610914431,74.99830904359534,24.186906621703873,14.51191519921398
2.9475782130962687,26.23645690763409,20.182623084172803,25.10282154680007
2.9580678152781057,43.37673703490493,38.06732264058443,61.110604111616624
2.9685574174599427,24.080607972419102,28.677182374594675,10.601456103099952
2.97904701964178,20.43475635894333,20.989002293715316,23.08475423540676
2.9895366218236177,34.850214815317194,4.123532076172309,67.52154890331246
3.0000262240054547,29.879628207447038,54.13783117135473,31.702221287727617
3.0105158261872917,54.67464125821554,40.31043554702414,10.266128838996243
3.021005428369129,26.650699572740177,14.358568669411442,59.74332978721682
3.0314950305509667,49.84069588488077,43.62755235456699,24.98464005343918
3.0419846327328037,53.04391814248994,11.898523691448668,25.19958017550632
3.0524742349146408,64.04917450814347,40.86807974160597,43.53359589719702
3.0629638370964782,66.84534709344622,42.24935731914895,35.328210362604054
3.0734534392783157,11.488544758613562,46.977397649852044,78.35158743729637
3.0839430414601527,13.22782952517547,19.785124908950312,22.085326564280514
3.0944326436419898,13.65540507677777,16.30495934899075,36.65980183471456
3.1049222458238273,18.92062407788455,9.361902707532387,44.240274285058106
3.1154118480056647,42.135299216641094,15.879528500836352,65.2112742861198
3.1259014501875018,31.493196024112592,22.555962187434975,39.872361960077484
3.136391052369339,66.47548219832257,16.977757206734875,36.033908648285646
3.1468806545511763,43.13474381856,55.070831691362,21.124468816276565
3.1573702567330137,50.17700465140248,33.502620121899284,43.57373334434508
3.167859858914851,65.17961554061735,21.535573013482164,30.965304030868595
3.178349461096688,33.81447194745102,28.7081290057308,105.17575610462897
3.1888390632785253,13.296715379997492,55.97016823692643,11.968231098054686
3.1993286654603628,16.558198088388185,38.577871781936146,25.741731649837284
3.2098182676422,43.984323315891274,51.93474883118386,9.995900035778455
3.220307869824037,10.927458789661,26.658409177767997,32.267545271815365
3.2307974720058743,13.913617092437367,13.113948921404623,54.09970947343521
3.241287074187712,23.743476863540927,71.3502993523459,16.01516949011445
3.251776676369549,22.111269138205554,62.30789959212987,22.994188687727437
3.262266278551386,26.20674103114745,42.48089191733226,55.49259747624008
3.2727558807332233,12.269368883409511,40.95743515212506,27.657581270346338
3.283245482915061,49.99497345621584,27.582287613384405,22.131399536575394
3.293735085096898,24.319072721696575,82.09405978209945,52.13456961482555
3.304224687278735,51.86061042200593,12.280701323397812,45.279050255295566
3.3147142894605723,46.407006403422976,18.471972696680474,33.87684465109581
3.32520389164241,42.94390353340876,14.653073973765334,24.9663140818693
3.335693493824247,19.71087695931182,19.89559595750851,59.36127774252126
3.346183096006084,64.2352503744577,21.149934565202763,20.440939745513962
3.3566726981879214,62.67519308359068,30.203563354070802,26.05628728421506
3.367162300369759,22.157007476275048,68.49624973817276,28.051222613862993
3.377651902551596,23.570280398209103,38.62237725099508,30.182748394464706
3.388141504733433,61.683566781593484,36.915075559367395,42.146222299463204
3.3986311069152704,22.19417610123548,28.37525488826728,22.049050782243405
3.409120709097108,36.1513451065641,21.499433176438867,91.32412137669763
3.419610311278945,20.274777503708098,54.224871965057844,33.23120329581623
3.430099913460782,64.63204820036971,44.34232095918469,44.78847258985838
3.4405895156426194,37.87104073831929,17.10682851406868,61.02214650727646
3.451079117824457,32.63471591618462,42.169810637236814,37.28114001713004
3.461568720006294,61.86545027313927,53.75427194335437,33.44704652413089
3.472058322188131,59.839090381912825,41.24351882682498,45.25361035478864
3.4825479243699684,36.95457119922273,44.5065357254209,32.285354415273005
3.493037526551806,24.775954557947685,46.40541156651202,30.659016038752203
3.503527128733643,37.79305837144563,40.377429745614,47.973671097858904
3.51401673091548,37.60724485425316,34.26761292236586,32.63595600052634
3.5245063330973174,30.16100573888396,17.737434000109836,14.349195161955238
3.534995935279155,40.15806199770069,33.98281723643879,32.39819511142592
3.545485537460992,45.16970198507129,27.425007985436963,25.76173352403892
3.555975139642829,28.4065489038756,38.08915603197836,36.3839003178718
3.5664647418246664,55.49914881798099,35.57453618231209,38.086881278223935
3.576954344006504,70.83726203116598,23.094445241589867,33.26195238444592
3.587443946188341,46.124617233215915,14.51198171022878,55.27824146309052
3.597933548370178,51.54002068635636,44.07828974975446,29.142995097782055
